id,frequency
valstybės gynybos,70
valstybės valdyme,70
vandens į,70
vanduo su,70
vartotojai ir,70
varžybų organizatorius,70
vasaros savaitgalį,70
vasiliauskas ir,70
važiuojantis automobilis,70
veido bruožų,70
veiklos efektyvumą,70
veiklą tačiau,70
veiksmų o,70
verslo darbdavių,70
verslo vadybos,70
verslą ar,70
verta priminti,70
vertinimo kriterijai,70
vidurio puolėjai,70
viena gera,70
viena grupė,70
viename bute,70
vienas įrodymas,70
vieni nuo,70
vienintelis lietuvis,70
vieno geriausių,70
vieną gražiausių,70
vieta gyventi,70
vietų kurias,70
vilkaviškio r.,70
vilniaus futbolo,70
vilniaus gatves,70
vilniaus maratono,70
vilniuje bei,70
vilniuje klaipėdoje,70
vilnius panevėžys,70
visa esmė,70
visame kame,70
visiškai suprantama,70
viskas ten,70
visos tarnybos,70
visuomenei kad,70
visus produktus,70
visus už,70
visą aikštę,70
viči komandos,70
vokietijos žiniasklaida,70
vyko europos,70
vyksta kas,70
vykstame į,70
vyriausybė priėmė,70
vyriausybės kancleris,70
vyro mirties,70
vytautas juozapaitis,70
vėliau ketvirtadienį,70
wayne rooney,70
york post,70
ypač jav,70
yra 24,70
yra išleidęs,70
yra jei,70
yra naudingos,70
yra nukreipta,70
yra numatęs,70
yra nutikę,70
yra poreikis,70
yra siejamas,70
yra siekiama,70
yra vieninteliai,70
čempionate jis,70
čia gyvenantys,70
ėmė šaukti,70
į amerikiečių,70
į apklausas,70
į aukštesnes,70
į bendriją,70
į finalus,70
į foliją,70
į jai,70
į kompaniją,70
į kursus,70
į metalo,70
į norvegijos,70
į pirmenybių,70
į reanimacijos,70
į rezultatą,70
į simbolinį,70
į skardą,70
į stresą,70
į viešbučio,70
įdomi patirtis,70
įmetė 15,70
įmokas už,70
įmonė jau,70
įmonės į,70
įmonėse ir,70
įraše kuris,70
įsaką dėl,70
įsipareigojo priimti,70
įsitraukęs į,70
įskaitoje tarp,70
įtaką turėjo,70
įtampos tarp,70
įvairius renginius,70
įvarčio o,70
įveikti ne,70
įžanga į,70
šalis kad,70
šalių rinktinės,70
šalių santykiai,70
šalių saugumo,70
šalių tačiau,70
šalyje nuo,70
šalyje turi,70
šarūnas kirdeikis,70
šeimos pajamomis,70
šešis metus,70
šeštadienio rungtynėse,70
šiauliai ir,70
šio reikalo,70
šios galimybės,70
šis vaikinas,70
šis veiksmas,70
šiuo įstatymu,70
šią organizaciją,70
šveicarija 6,70
švelni ir,70
šventės organizatoriai,70
švieslentėje degė,70
šviežiai spaustų,70
žaidimų aikštelės,70
žala yra,70
ženklai kad,70
žinios dingusio,70
žino kada,70
žino ne,70
žinojo kas,70
žinoma be,70
žiūri labai,70
žiūrėti filmus,70
žiūrėti televizorių,70
žmogaus orumą,70
žmogus vis,70
žmonių gerovės,70
žmonių vardu,70
žmonės gauna,70
žodžiai kad,70
"0,12 proc.",69
1 03,69
"1,7 proc",69
1/2 trit,69
1000 žmonių,69
112 ir,69
115 eurų,69
130 km,69
14 iš,69
140 mln.,69
16 28,69
18 atk.,69
19.30 val,69
1918 metų,69
1924 m.,69
1944 metų,69
1954 metais,69
1982 metų,69
1984 m,69
2 pergalės,69
20 as,69
2001 m,69
2003 iaisiais,69
2019 ųjų,69
21 iki,69
22 proc,69
23 00,69
23 33,69
25 taškai,69
26 10,69
26 o,69
26' 1,69
27 33,69
3 osios,69
32' 1,69
33 24,69
350 mln.,69
4 sekundes,69
45 ą,69
5 patarimai,69
50 inovatyviausių,69
500 kilometrų,69
6 dienas,69
6 metai,69
6/9 dvitaškiai,69
60 tūkstančių,69
7 pralaimėjo,69
70 g,69
8 684,69
a. davutoglu,69
a. narbekovas,69
a. sereikaitė,69
abejonių kelia,69
abi šalis,69
agnė gilytė,69
aiškina jis,69
aiškina l.,69
akinius ir,69
aktyvistai ir,69
alfas ivanauskas,69
alison riske,69
anketinius duomenis,69
ankstesnės rungtynės,69
anot prezidentės,69
ant galvų,69
antrąją dieną,69
apie graikijos,69
apie grėsmę,69
apie laisvę,69
apie miesto,69
apie partijos,69
apie policijos,69
apie priežastis,69
apie rungtynes,69
apie šitą,69
apklausti ir,69
apsaugota nuo,69
apylinkėse vyraus,69
ar jaučiatės,69
arba pakeisti,69
asociacija lietuvos,69
atakų lyderis,69
ateities perspektyvos,69
atkovojo 14,69
atliks ir,69
atrodo kai,69
atsigavo po,69
atsirasti dėl,69
atsitikti taip,69
atstovai tačiau,69
atvers duris,69
atėnų aek,69
augimas gali,69
augina tris,69
aukoti savo,69
automatinių ginklų,69
automobilis sustojo,69
automobilį ford,69
automobilį galima,69
automobilį pristato,69
aš kol,69
aš ką,69
aš nenorėjau,69
aš pavyzdžiui,69
aš pirmą,69
aš tikėjausi,69
baigęs mokslus,69
baikerių klubo,69
baimės dėl,69
balandžio birželio,69
balsuoti ne,69
balsų surinko,69
baltų ainių,69
balų ir,69
bankas gali,69
bauda gali,69
be r.,69
be vieno,69
bei pietų,69
bendradarbiavimas ir,69
bendradarbiavimas yra,69
bendrovių kurios,69
bent kas,69
bent kelių,69
bet kurių,69
bet laikas,69
bet reikėtų,69
bet ypač,69
blogiausia kas,69
bronzos medalininkas,69
bus automatiškai,69
bus bent,69
bus išrinkta,69
bus suformuota,69
bus tęsiami,69
bus vienintelis,69
buvau dar,69
buvau ne,69
buvo aptartas,69
buvo dingęs,69
buvo gavusi,69
buvo geresnis,69
buvo kritikuojamas,69
buvo manyta,69
buvo rodomi,69
buvo sulaukęs,69
buvo visiška,69
buvo čia,69
buvo įrodyta,69
buvę galima,69
buvęs futbolininkas,69
buvęs pareigūnas,69
būdas kai,69
būna gana,69
būtent šiai,69
būti atsakingas,69
būti atsargūs,69
būti europos,69
būti leista,69
būti pradėta,69
būti pratęstas,69
būti įgyvendintas,69
būtų klaida,69
būtų logiška,69
būtų naudojamos,69
celta vigo,69
centimetrų ūgio,69
christina mchale,69
civic type,69
civilinius ieškinius,69
cm pločio,69
compensa koncertų,69
cx 3,69
dabar gyvenu,69
dabar mane,69
dabar visos,69
dainų konkursas,69
dalinkitės savo,69
dalis moterų,69
dalykų kad,69
dalyviai gali,69
dar 19,69
dar blogesnė,69
dar kita,69
dar tas,69
darau ir,69
darbo grafiką,69
darbo jis,69
darbuotojai dirba,69
darbuotojus iš,69
darbuotojų saugos,69
darbuotojų teises,69
darbą ne,69
darbą per,69
daug rūpesčių,69
daugiau dėl,69
daugiau elektros,69
daugiau katinėlių,69
daugiau nuveikti,69
daugiau spalvų,69
daugiau valandų,69
daugiau žiūrovų,69
davidas lee,69
dažnai jos,69
dažnai sulaukia,69
dažnai vadinamas,69
dažniausiai net,69
debiutavo ir,69
deja net,69
deja tik,69
deklaruoti savo,69
demokratinių valstybių,69
denisas pušilinas,69
devynias dienas,69
didžiausias šalies,69
didžiulę patirtį,69
dienas prieš,69
dieną kuomet,69
dieną ukrainos,69
dieną vyko,69
dirbęs ir,69
dmitrijaus medvedevo,69
dnb lkf,69
dokumente taip,69
dokumentą ir,69
donecką ir,69
driekiasi per,69
druskos pagal,69
drąsiai gali,69
du vairuotojai,69
duobę ir,69
duomenys gauti,69
duomenų iš,69
dvi valandos,69
dviejų kilometrų,69
dviejų litrų,69
dviem iš,69
dviračio vairuotojas,69
dviračių ir,69
dvitaškius ir,69
dėl apgaulingo,69
dėl apsinuodijimo,69
dėl ikiteisminio,69
dėl imigracijos,69
dėl j,69
dėl kamuolio,69
dėl pasipriešinimo,69
dėl teisinės,69
dėlto jie,69
e snowdenas,69
e. jankausko,69
e. snowdeno,69
efektyvumo didinimo,69
eismo valdymo,69
ejus metus,69
ekipos pilotas,69
elektros laidus,69
energetikos agentūros,69
energetikos įmonės,69
energijos vartojimo,69
ericas gordonas,69
esame jau,69
esantį už,69
estijos premjeras,69
etapo rungtynes,69
europos muzikos,69
eurų mažiau,69
eurų skolos,69
evaldas razulis,69
ežero ir,69
federalinės veterinarijos,69
filmo premjeros,69
finalo metu,69
fiziškai bet,69
fotosesijos metu,69
funkciją ir,69
g grupė,69
g namuose,69
g. alijeva,69
gali aplankyti,69
gali konkuruoti,69
gali laikyti,69
gali įgyti,69
galiausiai pavyko,69
galima geriau,69
galima sekti,69
galima tapti,69
galimybes tapti,69
galimų kandidatų,69
galiu garantuoti,69
galėtų likti,69
garantuoju kad,69
gatvėje netoli,69
gavo teisę,69
georgios printezis,69
gerais draugais,69
geresnių sąlygų,69
geriausi žaidėjai,69
ginkluotas konfliktas,69
gintarė scheidt,69
ginčus su,69
girti vairuotojai,69
gran kanarijoje,69
greitis siekė,69
gresia kalėjimas,69
grąžinti ir,69
grįžęs po,69
gyvenimas ne,69
gyvenime tačiau,69
gyvenimo detales,69
gyvenimo ritmo,69
hamiltonas mercedes,69
higienos ir,69
i am,69
i. zokas,69
ieji metai,69
"iki 0,4",69
iki gimdymo,69
ilgomis rankovėmis,69
imsis veiksmų,69
imtis tam,69
incidentą kai,69
informaciją susijusią,69
informuojami apie,69
instituto direktoriaus,69
integruota į,69
interesams ir,69
intervencijos skyrius,69
investuotojai iš,69
investuotojams ir,69
ir aktorių,69
ir atsakė,69
ir aukštas,69
ir bendruomenių,69
ir brangu,69
ir dabarties,69
ir dalyvavimo,69
ir dmitrijus,69
ir išgelbėti,69
ir išvažiuoja,69
ir kaimyninėse,69
ir kanye,69
ir klaipėda,69
ir kliudė,69
ir kuriuo,69
ir laimėjome,69
ir lauks,69
ir lyginant,69
ir mobiliojo,69
ir moldova,69
ir norvegija,69
ir nukreipė,69
ir nuėjau,69
ir paaugliams,69
ir panaikinti,69
ir pardavėjų,69
ir pasigrožėti,69
ir patikimas,69
ir paulas,69
ir ramus,69
ir staigiai,69
ir sunkaus,69
ir sveikatinimo,69
ir tautvydas,69
ir tikslingai,69
ir tradicinių,69
ir turėdami,69
ir tyrimo,69
ir užaugo,69
ir varėnos,69
ir vertė,69
ir vytenis,69
ir įstatymo,69
ir šeimininkai,69
ir žiniasklaidai,69
ir žinojau,69
ir žiūrint,69
ir žvaigždžių,69
iranu dėl,69
irgi turėtų,69
isner jav,69
ispanijos lygos,69
itin palankiai,69
itin stiprus,69
iš 34,69
iš kubos,69
iš nuotraukos,69
iš plastiko,69
iš sgd,69
iš teisėjų,69
iš uefa,69
išgyvenate kažką,69
išsiaiškinti ką,69
išsigando ir,69
išsikapstyti iš,69
išskubėjo į,69
išspręsti šį,69
išvengti klaidų,69
iždo obligacijų,69
j. šeduikytė,69
jai atrodo,69
jam paskirta,69
jau būdavo,69
jau ko,69
jau metas,69
jau pirmose,69
jau priklauso,69
jau stovi,69
jau tas,69
jaunesnės kartos,69
jautri ir,69
jav rusijos,69
jav turėtų,69
jav įstatymų,69
jav žiniasklaidos,69
jei naftos,69
jei pavyktų,69
jeigu teisme,69
jeigu tikrai,69
ji gimė,69
ji padės,69
jie darė,69
jie pasirodė,69
jie prieš,69
jie surinko,69
jie ypač,69
jiems skirtas,69
jiems čia,69
jis atstovavo,69
jis dingo,69
jis jus,69
jis kartais,69
jis labiausiai,69
jis naujienų,69
jis pakartojo,69
jis pasidžiaugė,69
jis priėmė,69
jis save,69
jo automobilyje,69
jo mirtis,69
jo žaidimo,69
jog bet,69
jog didžioji,69
jos gyvena,69
jos irgi,69
judėjimo kryptį,69
juk dėl,69
juk tu,69
jums patiems,69
jums pavyks,69
juo bendrauti,69
juodąsias dėžes,69
justina kraujūnaitė,69
justinas jankevičius,69
jį vadino,69
jūros gėrybes,69
jūros vandens,69
jūsų organizmas,69
jų ar,69
jų bet,69
jų komandos,69
jų pastangos,69
k. magnussenas,69
k. mišinienė,69
kad 40,69
kad apgintų,69
kad aplinkiniai,69
kad darbe,69
kad finale,69
kad geriausi,69
kad kolegos,69
kad konkurso,69
kad kredito,69
kad medikai,69
kad migrantai,69
kad mirties,69
kad negalėjo,69
kad panašios,69
kad pasikeitė,69
kad pensijos,69
kad priešingai,69
kad produktas,69
kad sekmadienio,69
kad suteiktų,69
kad ts,69
kad turėjome,69
kad šeimoje,69
kad ūkininkai,69
kadangi lietuvoje,69
kadencija baigiasi,69
kai automobilius,69
kai joje,69
kai matome,69
kai negali,69
kai pagal,69
kai sovietų,69
kai tos,69
kai turkijos,69
kai vakarų,69
kai virš,69
kaimą ir,69
kaina dar,69
kaip baltijos,69
kaip jaučiuosi,69
kaip įrodymą,69
kalbą o,69
kalbėjo politologas,69
kaltina dėl,69
kam tas,69
kameriniu orkestru,69
kanclerę angelą,69
kandidatūrai į,69
kariniams daliniams,69
karjera ir,69
karjeros rungtynes,69
kartu tačiau,69
kartu važiavusi,69
kartą šiais,69
kas būna,69
kas geresnis,69
kas gresia,69
kas pigiau,69
kasdien o,69
kačių ir,69
keleivinio lainerio,69
kelionių agentūra,69
kelionės tikslo,69
kelyje yra,69
ketvirtadienį paaiškėjo,69
ketvirtį ir,69
ketvirtį siekė,69
kijevo vyriausybė,69
kilus įtarimams,69
kinologas su,69
kita grupė,69
kitos problemos,69
kitu vyru,69
kitų aplinkybių,69
klaidinga manyti,69
klaipėdos universitetas,69
klaipėdą ir,69
klausimą iš,69
klientais ir,69
klubo savininkas,69
km trasą,69
kodėl įvyko,69
kokių tikslų,69
kol mūsų,69
kolekcijos pristatymas,69
komanda išvykoje,69
komandos vadovai,69
komandos vartus,69
komisijos atstovė,69
komisijos posėdį,69
konfederacijos vadovas,69
konferencijoje buvo,69
konservatoriai su,69
kovų ir,69
kraujas ir,69
krituliai daugiausia,69
krymo užėmimo,69
ktu ir,69
kultūros paveldą,69
kuo efektyviau,69
kur dalyvavo,69
kuri jiems,69
kuri leido,69
kuria būtų,69
kuriame sakoma,69
kurie jas,69
kurio ilgis,69
kurioje dabar,69
kurioje dirbo,69
kurios jam,69
kurios nebuvo,69
kuris dalyvavo,69
kuriuos galite,69
kviečiami ir,69
ką galvojate,69
ką norėtumėte,69
ką sakė,69
labai aukšti,69
labai menkas,69
labai staigiai,69
labai svarbius,69
labai tiko,69
labdaros organizacija,69
labiausiai man,69
labo tik,69
laikai keičiasi,69
laiko sportui,69
laiką galima,69
laipsnių bus,69
laisvoje lietuvoje,69
laisvės premiją,69
latvija lietuva,69
leido su,69
leidžia nustatyti,69
leisti ir,69
lemiamais momentais,69
lengviesiems automobiliams,69
lengvuosius automobilius,69
lenkijos sostinėje,69
lidl parduotuvės,69
lieka mažiau,69
lietuva be,69
lietuviai ne,69
lietuviai o,69
lietuvių emigrantų,69
lietuvoje siekia,69
lietuvoje ypač,69
lietuvos futbolininkų,69
lietuvos institucijų,69
lietuvos išvyko,69
lietuvos jaunimas,69
lietuvos okupacijos,69
lietuvos talentai,69
lietuvos universitetai,69
lietuvos šiuolaikinės,69
lietuvės ir,69
linijų lėktuvas,69
litų beveik,69
lrt kultūra,69
lygybės ir,69
lėšos yra,69
m. stankevičius,69
m. taip,69
m. valstybės,69
madison brengle,69
magistraliniame kelyje,69
maidano revoliucijos,69
maistines medžiagas,69
maisto ruošimo,69
makroekonominius rodiklius,69
maloniai nustebintas,69
man gerai,69
man o,69
man po,69
man smagu,69
markės automobiliai,69
matyt todėl,69
maždaug 13,69
maždaug trečdaliu,69
maždaug trečdalį,69
mažą vaiką,69
mažėjimo tendencija,69
medicinos mokyklos,69
medžiotojų būrelio,69
menų spaustuvėje,69
mes bijome,69
mes jaučiamės,69
mes tapome,69
metimas buvo,69
metu galime,69
metu nato,69
metu surinktos,69
metu tokių,69
metus londone,69
metų j,69
metų šios,69
michailas saakašvilis,69
migrantai iš,69
ministrai pirmadienį,69
minutes rinkdavo,69
mob. tel.,69
mokėjo už,69
moteris mirė,69
moteris nuo,69
moterys dažniausiai,69
moterį į,69
muzika o,69
muzikos gerbėjams,69
mylimi ir,69
myliu lietuvą,69
mūsų mąstymą,69
n. kočergina,69
nacionalinės teismų,69
naftos barelis,69
naftos dujų,69
naftą ir,69
naktis buvo,69
namuose bei,69
namų areštą,69
naudojasi savo,69
nauja mada,69
naujas reiškinys,69
naujienų svetainė,69
naujų verslo,69
nba ir,69
nba čempionate,69
nba žvaigždės,69
ne tokiais,69
neatitinka realybės,69
neatmetu galimybės,69
nebus imtasi,69
nebus tačiau,69
nebuvo numatyta,69
nebuvo paprasta,69
nebuvo tad,69
negali net,69
negalią turintys,69
negu 200,69
nelegalios migracijos,69
nenuėjo veltui,69
nepasakė kad,69
nepelnė o,69
nepranešė apie,69
nereikia to,69
neretai žmonės,69
nesunkaus sveikatos,69
nesupranta ir,69
net keletas,69
net pusė,69
net trečdalis,69
neteisėta veikla,69
netgi po,69
netgi savo,69
neturi kuo,69
neveikia ir,69
neįkainojamos patirties,69
nico rosbergą,69
noriu dirbti,69
nors maskva,69
nors moteris,69
nukenčia ir,69
nuo 1980,69
nuo kai,69
nuo paprasto,69
nuosavo kapitalo,69
nusinešė jau,69
nusistatęs prieš,69
nusiteikęs optimistiškai,69
nusprendė iš,69
nustebinti savo,69
nutraukti ikiteisminį,69
nė menkiausios,69
nėra oficialiai,69
nėra pakankamas,69
nėra sako,69
nėra teisingas,69
o jaunų,69
o kitur,69
o paskutinę,69
o pastaruosius,69
o vyrams,69
obama ketvirtadienį,69
oficialiai paskelbta,69
ojo pasaulinio,69
operatoriaus darbas,69
opi problema,69
oras įkais,69
orų prognozes,69
pabendrauti ir,69
padaryti tam,69
padarėme viską,69
padengti prispausto,69
padės atsikratyti,69
padės jam,69
pagalbos tačiau,69
pagalvoti kas,69
pagrindines valiutas,69
pagrindinis akcentas,69
pagyvenusiems žmonėms,69
pakeistas į,69
palaiko savo,69
papildomas sankcijas,69
paprastą ir,69
paprašytas įvertinti,69
parašykite žinutę,69
pareigūnai surado,69
pareigūnams prisipažino,69
pareigūnų akiratį,69
pareigūnų reikalavimui,69
pareikalavo daugiau,69
pareiškimą apie,69
pareiškė prezidentas,69
parodo kiek,69
partijos bei,69
partijos kandidatą,69
pasakoja i.,69
pasakoti kad,69
pasakė ne,69
pasakė tai,69
pasakę kad,69
pasaulio ekonomiką,69
pasaulio lygos,69
pasibaigus šaltajam,69
pasidalinti čia,69
pasiekė pergalę,69
pasikeitė iš,69
pasirinkimo kaip,69
pasitikinti savimi,69
pasitikėjimo ekonomika,69
pasiūla ir,69
paskelbė pareiškimą,69
paskirtas ambulatorinis,69
paskutinis šansas,69
pat jeigu,69
pat manau,69
pat nereikėtų,69
pat siūlė,69
pateikti asmens,69
patenka tik,69
patiks ir,69
patirties kad,69
patirties žinau,69
patirtimi apie,69
pats populiariausias,69
pats prezidentas,69
paveikti ir,69
pavyzdžiui gali,69
pavyzdžiui vilniuje,69
pačios įvairiausios,69
pačiu jis,69
paėmė iš,69
pažeidžiant nustatytą,69
pedagogų darbo,69
penktadienio pavakarę,69
penktą reitingą,69
pensijų fondai,69
per dviejų,69
per kratas,69
per penkiolika,69
per seniausiai,69
per trumpesnį,69
pergalę pasiekė,69
pernai dėl,69
pernai iki,69
pernai ji,69
pervyj kanal,69
pieno produkcijos,69
piliečiams nuo,69
piniginę ir,69
pirmajame puslapyje,69
pirmas iš,69
pirmiausia todėl,69
pirmininkas algimantas,69
planas bus,69
plaukti į,69
plaučių uždegimo,69
plačiai paplitusi,69
po antros,69
po kažkiek,69
po konsultacijų,69
po nuosprendžio,69
po pasitarimo,69
po procedūros,69
po vaiko,69
pokyčiai bus,69
politikais ir,69
politikas sakė,69
politiko teigimu,69
populiari tarp,69
poziciją šiuo,69
prabanga ir,69
