Class;Text
POS;Jau daug prirašyta apie atvirų duomenų naudą – verslo skaidrumas, efektyvesni verslo procesai, daugiau duomenų analitikos startuolių ar duomenų platformų, didesnis įmonių finansinis raštingumas, daugiau pardavimų, didesni atlyginimai, daugiau mokesčių valstybei. Vienas momentas yra per mažai akcentuojamas – tai, kokią naudą visai verslo bendruomenei gali duoti startuolių kuriami duomenimis paremti sprendimai. Lietuvoje yra 100.000 įmonių, tačiau nėra 100.000 rizikos vertintojų ar duomenų analitikų. Tad startuolių kuriami sprendimai gali padėti tiksliau vertinti partnerių ir klientų tendencijas, aiškiau suprasti ir valdyti rizikas, padėti daugiau parduoti mokiems klientams, valdyti nuostolius remiantis tikslia informacija. Duomenys žino geriau.
POS;Paramą verslui skirstančios valdžios institucijos kaip tik šiuo metu vertina paramos teikimo pamokas ir peržiūri savo paramos strategiją. Akivaizdu, kad tam tikrais atvejais atverti duomenys visą procesą padarytų daug paprastesniu, pigesniu ir greitesniu . Duomenų atvėrimas apie patį paramos suteikimo procesą ir kas tą paramą gavo, taip pat duotų kokybiškų įžvalgų ir pridėtų skaidrumo bei efektyvaus lėšų panaudojimo. Valstybės įstaigos partnerystėje su privačiu sektoriumi galėjo išvengti didesnės dalies priekaištų dėl neefektyvumo, lėtumo, jeigu duomenys būtų atverti ir prieinami sprendimus kuriantiems privatiems duomenų analitikams.
NEG;šeštadienį Aliaksandro Lukašenkos paskelbtą aukščiausio lygio kovinę parengtį S. Cichanouskaja pavadino žmonių bauginimu.
NEU;Konservatoriai siūlo taisyti Baudžiamąjį kodeksą, kad senatis nebūtų taikoma kyšininkavimo ir prekybos poveikiu bylose.
NEG;Tai buvo naujausias neigiamas atsiliepimas apie Amerikos prezidentą iš jo aplinkos. Ir šiuo atveju tai nebuvo koks įsižeidęs padėjėjas ar verslo partneris, o vienas iš jo paties šeimos narių.
POS;Vž jau rašė , kad pirmąjį šių metų ketvirtį, paskelbus karantiną ir gyventojams šluojant parduotuvių lentynas, „Nestle“ fiksavo didžiausią per penkmetį pardavimų augimą — bendras įmonės ketvirčio apyvartos augimas siekė 4,3%, atmetus skirtumus, susidariusius dėl praėjusiais metais bendrovės vykdytų dalies verslo pardavimų.
NEU;Platformos, kuriose prekiaujama naudotaia daiktais, klesti, nes jos suteikia galimybę žmonėms atlaisvinti vietos, atgauti dalį pinigų ir kažkam parduoti naudotą daiktą kartu prisidedant prie pasaulio tvarumo, o verslai beveik visada orientuoti į pelną, jiems svarbu įvertinti bet kokios naujos veiklos komercines sąlygas ir atsiperkamumą, todėl, vargu, ar galėtų atsirasti prekybos centras, skirtas vien prekybai „iš antrų rankų“.
POS;Kalbant apie brangesnio segmento prekes, apsipirkimo „iš antrų rankų“ tendenciją skatina jaunoji karta. šiems pirkėjams apsipirkimas internete yra natūralus/įprastas veiksmas. Jiems taip pat labai įprasta dalijimosi ekonomika (ką patvirtina „Vinted“, „Citybee“ ir pan. verslų sėkmė Lietuvoje). šiems pirkėjams labai svarbus tvarumas ir draugiškumas aplinkai – šie faktoriai skatina pirkimą „iš antrų rankų“. Kaip rodo apklausos, dažnai jie gyvena mažesniame būste, todėl net fiziškai turi mažiau vietos daiktams.
NEU;Be to, didžiosios dalies per platformas parduodamų naudotų prekių kainos už vienetą yra labai mažos — pelnas tikrai nėra pagrindinis žmonių tikslas parduodant tokias prekes. Tuo tarpu prekybos centras juk galvotų visai kitaip ir siektų pelno. Tad prekybininkai turėtų įvertinti, kaip nupirkti prekę už kuo mažesnę kainą (įskaitant kitas su pirkimų organizavimu susijusias išlaidas) ir kaip ją pelningai parduoti. Tikėtina, kad verslininkai negalės pasiūlyti tokių gerų naudotų daiktų kainų, prie kurių esame pripratę pirkdami tiesiogiai iš žmonių per įvairias platformas ir kitus internetinius kanalus.
POS;Tad nors mintis užsiimti naudotų daiktų prekyba fiziniame PC ir atrodo įdomi, prieš pradedant tokią veiklą svarbu tinkamai pasiruošti ir išspręsti tiekimo grandinės bei kainodaros problemas. Tokia veikla sunkiai palyginama su jau dabar egzistuojančiomis platformomis. Kai žmonės pardavinėja savo naudotus daiktus per platformą, viskas daug paprasčiau — nėra logistikos problemų, nėra maržos problemų (kuri aktuali tik įmonei — žmogui gerai bent kiek gauti už naudotą daiktą), nėra atsargų valdymo problemų, nėra jokių kaštų. Todėl platformos ir klesti, nes jos suteikia galimybę žmonėms atlaisvinti vietos, atgauti dalį pinigų ir kažkam parduoti naudotą daiktą kartu prisidedant prie pasaulio tvarumo, o verslai beveik visada orientuoti į pelną, todėl jiems svarbu įvertinti bet kokios naujos veiklos komercines sąlygas ir atsiperkamumą.
NEU;„Pernai buvo katastrofa, o ne sezonas, lietuviškų obuolių buvo tik 20 proc. rinkoje. šiemet derlius vidutiniškas, nėra pats didžiausias, bet kokybė geresnė nei pernai. Obuolių bus, bet jų neužteks, nes jų vistiek neužtenka lietuviams užpildyti rinką, nors ir geriausiais metais, vistiek didelė dalis yra įvežama iš Lenkijos“, – sakė V. Kuliešienė.
POS;Mašinos ir gamybos įranga yra sujungtos visoje gamykloje, dauguma jų naudojasi daiktų internetu. Ir šis ryšys tęsiasi ir už fabriko ribų, visoje vertės grandinėje.
NEU;Pirmąjį aukščiausio lygio susitikimą planuota surengti praėjusį savaitgalį, tačiau jis buvo paskutinę minutę atidėtas po kariškių ginčo su protestų prieš I. B. Keitą priešakyje buvusia opozicine civilių ir religinių lyderių koalicija.
NEU;2019 m. Lietuvos įmonių ikimokestinis pelnas augo dešimtadaliu. Kas antra bendrovė šiemet atsisakys investicijų, nekurs naujų produktų ar paslaugų. Prognozuojama, kad šių metų pajamos kris trečdaliu.
POS;„Programėlės „Karantinas“ kūrėjai pasiūlė didesnę kainą nei viešojo pirkimo laimėtojai UAB „Dizaino kryptis“, todėl pasirinkta ši bendrovė“, – informavo D. Brunevičienė.
NEG;„Mūsų tautos yra draugiškos. Neketiname nutraukti santykių su Rusija, tačiau kišimasis į mūsų vidaus reikalus, žinoma, yra nepriimtinas“, – nurodė S. Cichanouskaja.
NEG;„Brangus pone Maasai, jei Vokietijos vyriausybės pareiškimai yra nuoširdūs, tuomet ji turėtų būti suinteresuota kuo greičiau parengti atsakymą į Rusijos Generalinės prokuratūros prašymą, – sakė M. Zacharova. – Kol kas nesame tikri, kad Vokietija nežaidžia dvigubo žaidimo. Kur ta „skuba“, kurios reikalaujate? Neatsiųsdamas savo atsakymo Berlynas vilkina tyrimo, kurį ragina atlikti, procesą.“
NEG;Tut.by cituoja Baltarusijos Vidaus reikalų ministeriją, kuri praneša, kad šeštadienį buvo sulaikytas 91 asmuo, 34 nugabenti į įkalinimo įstaigas.
POS;Tam buvo sumažinta kai kurių įmonių ypač išsiskiriančių rodiklių įtaka bendram vertinimui. Vertinant augimo duomenis, atsižvelgta į tai, kad didesnes pajamas ar pelną turinčioms bendrovėms didinti savo rodiklius yra daug sunkiau, todėl šie kriterijai pasverti pagal įmonės dydį.
POS;16-ą kartą suformuotame geidžiamiausių darbdavių reitinge išskirtos ir patraukliausios sektorių bendrovės. Trumpuose interviu su „Verslo žiniomis“ geidžiamiausi darbdaviai pasidalijo praktiniais patarimais, kaip prisivilioti geriausius darbuotojus, k ...
NEU;Sąskaitų finansavimas traukia SVV, stambesnius verslus erzina didesnės nei 6% palūkanos
NEG;Tik represijos ir stebėtinai didelė kaimyninės tautos kantrybė leido A. Lukašenkai tvarkytis šalyje it sustiprinto režimo zonoje. Ilgametis prezidentas nė nemėgino sudaryti iliuzijos, kad Baltarusijoje yra demokratija. Už žmogaus teisių pažeidimus jo režimas buvo sulaukęs ES sankcijų, tačiau jos ne taip seniai buvo panaikintos – priešpaskutiniai prezidento rinkimai Vakarams pasirodė buvę „laisvesni“, o žmogaus teisės neva nebe taip pažeidžiamos.
NEG;Kol kas šiuos „reikalus“ jis mėgina tvarkyti pats – tiesa, gąsdinimo retorika telkiama ir toliau. Dabar jau ne tik baltarusius, bet ir kolegą Kremliuje A. Lukašenka gąsdina , kad prie Baltarusijos sienos „stiprinamos NATO kariuomenės pajėgos“. šeštadienį jis pareiškė, kad prie šalies sienų užfiksuotas NATO pajėgų „rimtas judėjimas“, todėl įvedama aukščiausio lygio kovinė parengtis.
NEU;Všį „Verslios Lietuvos“ inicijuota Lietuvos smulkaus ir vidutinio verslo e. parduotuvių, prisijungusių prie pagalbos verslui iniciatyvos „Internete karantino nėra“, apklausa, kurią atliko tyrimų bendrovė „Spinter tyrimai“, parodė, kad toliau tik inte ...
NEG;Lietuvos socialdemokratų partija dėl to ir kitų galimų pažeidimų ketina rašyti skundą VRK.
NEG;Honkonge per sekmadienį vykusius protestus prieš vyriausybės sprendimą atidėti parlamento rinkimus buvo sulaikyti mažiausiai 90 žmonių, pranešė policija ir žiniasklaida.
NEG;Neramumai nuslopo įvedus suvaržymus dėl koronaviruso ir įsigaliojus kontroversiškam nacionalinio saugumo įstatymą, pagal kurį jau buvo areštuota dešimtys žmonių, įskaitant vieną garsų žiniasklaidos magnatą.
NEG;Sekmadienį Honkonge buvo sulaikyta viena moteris, apkaltinta užpuolimu ir šūkių už nepriklausomybę skleidimu, pranešė policija. Pasak jos, tokie šūkiai yra neteisėti pagal paminėtą saugumo įstatymą.
NEG;„Noriu pasinaudoti savo teise balsuoti!“, – aktyvistą Leung Kwok-hungą citavo leidinys. Pasak laikraščio, jis vėliau buvo sulaikytas.
NEG;Visgi kol kas neaišku, ar šis paskyrimas gali tapti lūžio momentu respublikonų prezidentui, kurį jo varžovas kaltina apleidus kovą su COVID-19 pandemija. Viešosios nuomonės apklausos rodo, kad rinkėjai taip pat labai neigiamai vertina D. Trumpo atsaką į koronaviruso krizę.
NEG;Koronavirusas jau nusinešė daugiau kaip 225.000 amerikiečių gyvybių, kai kuriose valstijose sergamumas toliau auga, o viltys, kad Kongresas iki rinkimų priims trilijonų dolerių finansinės pagalbos paketą pandemijos smarkiai sukrėstai JAV ekonomikai, beveik išblėso.
NEU;Vadovas sako, kad šiemet „Berent“ atlikto tyrimo duomenys rodo, 73% apklaustųjų velionio kremavimą vertina palankiai, todėl, tikėtina, kremacijų nuosekliai daugės. Kasmet Lietuvoje miršta apie 40.000 žmonių, tad kremavimo paslaugai populiarėjant, pajėgumai bus plečiami ir toliau.
POS;Didžiausią dėmesį ir daugiausiai resursų kompanija skiria darbui užsienio rinkose – iš jų bendrovė gauna 65 proc. pajamų. Užsienyje bendrovė daugiausia dirba Pietų Amerikoje. čia „NAVITUS LT“ siekia patekti tarp 5 geriausių elektros apskaitos kompanijų.
POS;Bendrovės patirtis rodo, kad lietuviai vertinami visame pasaulyje, tačiau kartais nedrįsta veržtis į globalias rinkas, bijodami didžiųjų pasaulio bendrovių konkurencijos, pastebi M. Lapkus. Vis tik konkuruoti padeda įgimtas lietuvių darbštumas, užsispyrimas ir atsidavimas, kuris suteikia konkurencinį pranašumą prieš pigesnę darbo jėgą turinčioms ir mažesnę kainą pasiūlyti galinčioms kompanijoms.
POS;Sudėtingi procesai bendrovėse reikalauja daugiau žmogiškojo kapitalo, laiko ir administracinių išlaidų. IT sprendimų organizacijos valdymui gamintojo „Sekasoft“ inicijuotoje diskusijoje „Efektyvumo konferencijos 2020“ metu Lietuvos bendrovių atstovai diskutavo, kokią naudą įmonėms gali atnešti verslo procesų ir dokumentų valdymo sprendimai bei kaip sėkmingai įgyvendinti pokyčius.
POS;GENERAL FINANCING BANKO atlikta apklausa parodė, jog stipriau asmeninių finansų valdymo srityje jaučiasi aukštesnio išsilavinimo bei aukštesnių pajamų grupės asmenys. Savo pačių finansinį raštingumą geriausiai vertina 26-45 m. respondentai, aukščiausio išsimokslinimo, didžiausių pajamų grupės atstovai ir didmiesčių gyventojai. Net 50% respondentų savo pačių asmeninį finansinį raštingumą vertina vidutiniškai, gerai – 28 proc. Kaip pasiekti, kad pažanga šioje srityje aprėptų platesnius visuomenės sluoksnius? Pasak S. Ketvirčio, nėra geresnio būdo nei kalbėjimas ir nuolatinė informacijos sklaida, kas nuolat ir vyksta Lietuvoje – finansinio raštingumo temomis konsultuoja nepriklausomi finansų ekspertai, įstaigų atstovai, tam skirtos specializuotos laidos ir rubrikos žiniasklaidoje.
POS;Jis ragina nevengti ieškoti gyvų konsultacijų – nepaisant to, kad bankai linkę nemažą dalį veiklos perkelti į internetinę erdvę, tačiau informacijos apie asmeninių finansų valdymą dėl to viešojoje erdvėje nesumažėja. Be to, nereikia suabsoliutinti – gyvos bankų ar kitų finansų bendrovių konsultacijos tebėra pasiekiamos ir mielai teikiamos, juk į jas besikreipiantys žmonės – potencialūs klientai. Pavyzdžiui, GENERAL FINANCING BANKAS savo klientams siūlo 18 klientų aptarnavimo skyrių tinklą.
POS;šiandien į UAB „Kredito garantas“ kreipiasi ne tik statybinės įmonės, bet ir tie, kurie perka butus bei namus nuomai, rekonstrukcijai ir pardavimui, didelių namų perplanavimui į mažus butus. UAB „Kredito garantas“ siekia žengti koja kojon su verslu, todėl lanksčiai žiūri į klientų poreikius bei į skirtingas finansavimo galimybes.
NEU;Vienas mažiausių šalyje Medicinos bankas šių metų sausio-birželio mėnesiais uždirbo 1,55 mln. Eur grynojo pelno – 0,6% mažiau, nei tuo pačiu 2019 m. periodu, kai jis sudarė 1,56 mln. Eur.
POS;„Nepaisant COVID-19 poveikio tiesioginės veiklos pajamoms, pavyko pasiekti geresnių rezultatų nei planuota pirmojo ketvirčio pabaigoje, paskelbus karantiną. Apribojus fizinį klientų aptarnavimą, susitelkėme į vidinių procesų optimizavimą, nuotolinio aptarnavimo proceso efektyvinimą, elektroninių paslaugų plėtrą. Ir toliau didžiausią dėmesį skirsime paslaugų skaitmenizavimui, elektroninių finansavimo sprendimų automatizavimui – išliekant situacijos neapibrėžtumui, turime būti maksimaliai pasiruošę bet kokiems galimiems išorinės aplinkos pokyčiams“, – pranešime spaudai sako Dalia Klišauskienė, Medicinos banko valdybos pirmininkė ir administracijos vadovė.
POS;Ministerija nurodo, kad vienas svarbiausių Vį LAKD vadovo tikslų – sėkmingas kelių ūkio valdymo pertvarkos įgyvendinimas ir efektyvus lėšų, skirtų valstybinės reikšmės keliams prižiūrėti ir plėtoti, panaudojimas.
NEU;„Nasdaq“ Vilniaus biržoje pirmadienį įvykusiame trejų metų trukmės Vyriausybės vertybinių popierių (VVP) emisijos, iki kurios išpirkimo liko 1.085 dienos, papildymo aukcione obligacijų išplatinta už 60 mln. Eur, o vidutinė palūkanų norma buvo minus 0,184%.
NEG;Dividendų išmokos pasaulyje antrąjį šių metų ketvirtį susitraukė labiausiai per dešimtmetį.
NEG;Tokiu atveju dividendų išmokų prasme šie metai investuotojams būtų prasčiausi nuo praėjusios finansų krizės.
NEG;Baudžiamoji byla sulaikytiesiems nebuvo iškelta. „Kalbama apie administracinį procesą“, – patikslino Koordinacinė taryba.
NEG;Jis tvirtino, kad „tie iš pirmo žvilgsnio nekenksmingi balionėliai kelia grėsmę skrydžių saugumui“, ir sakė, kad „niekas nežino, kokį krovinį tie balionėliai neša“.
NEG;„Prezidentas (Vladimiras Putinas) ne kartą yra sakęs, kad jei atsiliksime naujausių technologijų kūrimo srityje, nesvarbu, ar tai 5G, ar tai būtų dirbtinis intelektas, tai bus blogai šaliai“, – teigė S. Lavrovas.
NEG;Birželio pabaigoje buvo pranešta, kad JAV federalinė komunikacijų komisija (FCC) oficialiai įtraukė Kinijos bendroves „Huawei Technologies“ ir ZTE į bendrovių, keliančių grėsmę JAV nacionaliniam saugumui, sąrašą.
POS;„Visi dirbame skirtingomis sąlygomis, todėl labai svarbu išgirsti, ko iš tikrųjų reikia darbuotojui, kad jis galėtų dirbti efektyviai ir kurti. Svarbiausia būti atviriems pokyčiams. Jei man kas nors prieš metus būtų pasakęs, kad dirbsime nuotoliniu būdu ir nuotoliniu būdu pasamdysime 50 darbuotojų, būčiau sakiusi, kad be asmeninio kontakto to padaryti neįmanoma. Pasirodo, įmanoma, tik reikia pastangų“, – Vž yra sakiusi M. Laukaitė, Izraelio interneto portalų kūrimo platformą valdančios bendrovės „Wix“ padalinio Lietuvoje vykdomoji direktorė.
POS;Per karantiną bendrovės apyvarta šovė aukštyn – kai kurių adaptuotų produktų paklausa išaugo 800%, tad, vadovės teigimu, viena svarbiausių užduočių buvo suvaldyti tokį stiprų augimą.
